,Virus name,Tier,Subtype,Infection stage,Coreceptor,Country,Year,Accession,Alias,Seq data,Virus patient,Virus type,Seq name,IC50,4E10:IC50: by study
427,C3198_C05,,B,<12mo,,THAILAND,2000.0,HM215396,"C3198.05, C3198.c05",Yes,C3198,panel,B.TH.2000.C3198_C05.HM215396,2.4,2.4: Montefiori CAVD CA-VIMC
428,C3347_C11,2,01_AE,chronic,,THAILAND,1999.0,JX512902,"C3347.11, C3347, C3347.c11",Yes,C3347,panel,01_AE.TH.1999.C3347_C11.JX512902,0.13097,0.019: Bricault2019_dataset2;0.034: Zhang2019a;0.095: Williams2017_dataset1;0.1: Montefiori CAVD CA-VIMC;0.161: Bricault2019;0.161: Chuang2013;0.161: Huang2012a;0.161: Huang2016a_dataset1;0.6: Bricault2019_dataset3;0.6: Hraber2014
429,C4118_9,2,01_AE,<12mo,,THAILAND,2000.0,JQ352782,"C4118_C9, C4118, C4118_09, C4118.09, C4118.c09, C4118_C09, 00TH_C4118",Yes,C4118,panel,01_AE.TH.2000.C4118_9.JQ352782,3.848,0.322: Zhang2019a;0.421: Bricault2019_dataset2;1.62: Williams2017_dataset1;2.7: Montefiori CAVD CA-VIMC;5.26: Bricault2019;5.26: Chuang2013;5.26: Huang2012a;5.26: Huang2016a_dataset1;39.6: Bricault2019_dataset3;39.6: Hraber2014
430,CA146_H3_3,1B,C,acute,,SOUTH AFRICA,2009.0,JN681219,,Yes,503_13580_CA146,panel,C.ZA.2009.CA146_H3_3.JN681219,0.47,0.47: Bricault2019_dataset1;0.47: Wagh2016
431,CA240_A5_5,1B,C,<12mo,,SOUTH AFRICA,2008.0,KC154016,CA240_A5.5,Yes,503_07464_CA240,panel,C.ZA.2008.CA240_A5_5.KC154016,13.92,13.92: Bricault2019_dataset1;13.92: Wagh2016
432,CA327_D2_2,2,C,<3mo,,SOUTH AFRICA,2008.0,JN681220,,Yes,503_03257_CA327,panel,C.ZA.2008.CA327_D2_2.JN681220,9.74,9.74: Bricault2019_dataset1;9.74: Wagh2016
433,CA392_H2_6,2,C,acute,,SOUTH AFRICA,2007.0,JN681221,CA392_H2_6C,Yes,503_09003_CA392,panel,C.ZA.2007.CA392_H2_6.JN681221,2.38,2.38: Bricault2019_dataset1;2.38: Wagh2016
434,CA457_H1_1,3,C,<12mo,,SOUTH AFRICA,2008.0,JN681222,CA457_H1_1C,Yes,503_00146_CA457,panel,C.ZA.2008.CA457_H1_1.JN681222,4.04,4.04: Bricault2019_dataset1;4.04: Wagh2016
435,CAAN5342,2,B,<12mo,CCR5,UNITED STATES,2004.0,AY835452,"pCAAN5342.A2, CAAN5342.A2, NIH-ARP-11038, CAAN5342_A2, CAAN.A2, SVPB19, CAAN_A2, CAAN",Yes,CAAN5342,panel,B.US.2004.CAAN5342.AY835452,5.26334,1.45: Bricault2019_dataset2;2.7: Bricault2019_dataset3;2.7: Corti2010;2.7: Hraber2014;2.7: Montefiori CAVD CA-VIMC;2.84: Zhang2019a;8.49: Bricault2019;8.49: Chuang2013;8.49: Doria-Rose2014;8.49: Georgiev2013_dataset1;8.49: Huang2012a;8.49: Huang2016a_dataset1;8.54: Williams2017_dataset1;17.89: Walker2009a;>8: Pace2013
436,CAP129_1_15_B2_13,2,C,<3mo,,SOUTH AFRICA,2006.0,JN681223,CAP129.1.15_B2_13,Yes,CAP129,panel,C.ZA.2006.CAP129_1_15_B2_13.JN681223,2.86,2.86: Bricault2019_dataset1;2.86: Wagh2016
437,CAP136_1_16_E6_1,2,C,<12mo,,SOUTH AFRICA,2006.0,JN967790,"CAP136_1_16E6_1, CAP136.1.16_E6_1",Yes,CAP136,panel,C.ZA.2006.CAP136_1_16_E6_1.JN967790,10.99,10.99: Bricault2019_dataset1;10.99: Wagh2016
438,CAP174_1_06_F3_1B,1B,C,<12mo,,SOUTH AFRICA,2005.0,JN967791,"CAP174_1_06F3_1B, CAP174.1.06_F3_1B",Yes,CAP174,panel,C.ZA.2005.CAP174_1_06_F3_1B.JN967791,2.1,2.1: Bricault2019_dataset1;2.1: Wagh2016
439,CAP177_1A3,2,C,acute,,SOUTH AFRICA,2006.0,KC894133,"CeCAP177_1A3, CHV0005565_CAP177.1.11A4",Yes,CAP177,panel,C.ZA.2006.CAP177_1A3.KC894133,2.6,2.6: Bricault2019_dataset1;2.6: Wagh2016
440,CAP188_1_D1_14_REV,2,C,,,SOUTH AFRICA,,KC894134,"CHV0008573_CAP188.1.22D1, CeCAP188_1_D1_14(Rev-)",Yes,CAP188,panel,C.ZA..CAP188_1_D1_14_REV.KC894134,3.8,3.8: Bricault2019_dataset1;3.8: Wagh2016
441,CAP200_B8A,1B,C,<3mo,,SOUTH AFRICA,2005.0,KC894135,"CHV0005450_CAP200.1.06B8a, CeCAP200_B8a",Yes,CAP200,panel,C.ZA.2005.CAP200_B8A.KC894135,6.9,6.9: Bricault2019_dataset1;6.9: Wagh2016
442,CAP206_1_B5,2,C,acute T/F,,SOUTH AFRICA,2005.0,FJ443358,"CAP206 T/F, CAP206.B5",Yes,CAP206,panel,C.ZA.2005.CAP206_1_B5.FJ443358,0.61408,0.09: Morris2011;4.19: Bradley2016a
443,CAP206_1_B5_Y681D,1B or 2,C,acute,,SOUTH AFRICA,2005.0,KJ700457,"CAP206 T/F Y681D, CAP206.1.B5.Y681D",Yes,CAP206,panel,C.ZA.2005.CAP206_1_B5_Y681D.KJ700457,2.13851,0.28: Bradley2016a;5.91: Bricault2019_dataset1;5.91: Wagh2016
444,CAP210_E8,2,C,<3mo,CCR5,SOUTH AFRICA,2005.0,DQ435683,"CAP210.E8, CAP210, CAP210_2_00_E8, NIH-ARP-11317, CAP210.2.00.E8, SVPC17",Yes,CAP210,panel,C.ZA.2005.CAP210_E8.DQ435683,1.94121,0.474: Bricault2019_dataset2;0.847: Zhang2019a;1.2: Bricault2019_dataset3;1.2: Corti2010;1.2: Hraber2014;1.2: Montefiori CAVD CA-VIMC;1.63: Williams2017_dataset1;4: Bricault2019;4: Chuang2013;4: Doria-Rose2014;4: Georgiev2013_dataset1;4: Huang2012a;4: Huang2016a_dataset1
445,CAP210_TA5,2,C,acute,,SOUTH AFRICA,2005.0,KC894136,"CeCAP210_TA5, CHV0004195_CAP210.1.00TA5",Yes,CAP210,panel,C.ZA.2005.CAP210_TA5.KC894136,2.4,2.4: Bricault2019_dataset1;2.4: Wagh2016
446,CAP220_2_00_A8_5B,2,C,<12mo,,SOUTH AFRICA,2007.0,JN967792,"CAP220.2.00_A8_5B, CAP220_2_00A8_5B",Yes,CAP220,panel,C.ZA.2007.CAP220_2_00_A8_5B.JN967792,7.1,7.1: Bricault2019_dataset1;7.1: Wagh2016
447,CAP221_B14,2,C,acute,,SOUTH AFRICA,2006.0,KC894137,"CHV0005496_CAP221.1.10B5, CeCAP221_B14",Yes,CAP221,panel,C.ZA.2006.CAP221_B14.KC894137,5.8,5.8: Bricault2019_dataset1;5.8: Wagh2016
448,CAP224_1_18_C7_3,2,C,<12mo,,SOUTH AFRICA,2006.0,JN967793,"CAP224.1.18C7_3, CAP224_1_18C7_3, CAP224.1.18_C7_3",Yes,CAP224,panel,C.ZA.2006.CAP224_1_18_C7_3.JN967793,2.2,2.2: Bricault2019_dataset1;2.2: Wagh2016
449,CAP225_1_06_A2_18,3,C,<3mo,,SOUTH AFRICA,2005.0,JN681225,CAP225.1.06_A2_18,Yes,CAP225,panel,C.ZA.2005.CAP225_1_06_A2_18.JN681225,15.99,15.99: Bricault2019_dataset1;15.99: Wagh2016
450,CAP237_1_22_B2_2_39,3,C,<3mo,,SOUTH AFRICA,2007.0,JN681226,"CAP237.1.22.B2_2_39, CAP237.1.22_B2_2_39, CAP237_1_22_B2_2",Yes,CAP237,panel,C.ZA.2007.CAP237_1_22_B2_2_39.JN681226,6.53,6.53: Bricault2019_dataset1;6.53: Wagh2016
451,CAP244_D3,2,C,<12mo,CCR5,SOUTH AFRICA,2005.0,DQ435684,"CAP244, CAP244_2_00_D3, CAP244.2.00.D3, CAP244.D3, SVPC18",Yes,CAP244,panel,C.ZA.2005.CAP244_D3.DQ435684,1.72328,0.369: Bricault2019_dataset2;1.9: Bricault2019_dataset1;1.9: Montefiori CAVD CA-VIMC;1.9: Wagh2016;1.98: Bricault2019;1.98: Chuang2013;1.98: Doria-Rose2014;1.98: Georgiev2013_dataset1;1.98: Huang2012a;1.98: Huang2016a_dataset1;2.61: Williams2017_dataset1
452,CAP256_SU,,C,<12mo,,SOUTH AFRICA,2005.0,KF241776,"CAP256.206.C9, CAP256.206sp.032.C9, CAP256.15-wk.SU",Yes,CAP256,panel,C.ZA.2005.CAP256_SU.KF241776,1.29718,0.713: Bricault2019_dataset2;2.36: Williams2017_dataset1
453,CAP258_2_00_X_23,2,C,<12mo,,SOUTH AFRICA,2005.0,JN681227,CAP258.2.00_X_23,Yes,CAP258,panel,C.ZA.2005.CAP258_2_00_X_23.JN681227,8.18,8.18: Bricault2019_dataset1;8.18: Wagh2016
454,CAP260_2_00_TA1_1B,3,C,<12mo,,SOUTH AFRICA,2006.0,JN681228,CAP260.2.00_TA1_1B,Yes,CAP260,panel,C.ZA.2006.CAP260_2_00_TA1_1B.JN681228,31.01,31.01: Bricault2019_dataset1;31.01: Wagh2016
455,CAP266_2_00_E9_H6,2,C,<12mo,,SOUTH AFRICA,2006.0,JN681229,CAP266.2.00_E9_h6,Yes,CAP266,panel,C.ZA.2006.CAP266_2_00_E9_H6.JN681229,16.41,16.41: Bricault2019_dataset1;16.41: Wagh2016
456,CAP269_2_00_F11_1,2,C,<12mo,,SOUTH AFRICA,2006.0,JN967794,"CAP269.2.00_F11_1, CAP269_2_00F11_1",Yes,CAP269,panel,C.ZA.2006.CAP269_2_00_F11_1.JN967794,6.2,6.2: Bricault2019_dataset1;6.2: Wagh2016
457,CAP290_2_00_23_6,2,C,acute,,SOUTH AFRICA,2008.0,JN681253,"TRP290.2.00_23_6, TRP290_2_00_23_6, CAP290.2.00_23_6",Yes,TRP290,panel,C.ZA.2008.CAP290_2_00_23_6.JN681253,5.73,5.73: Bricault2019_dataset1;5.73: Wagh2016
458,CAP291_2_00_H2_15,3,C,<3mo,,SOUTH AFRICA,2008.0,KF114884,CAP291.2.00_H2.15,Yes,CAP291,panel,C.ZA.2008.CAP291_2_00_H2_15.KF114884,5.8,5.8: Bricault2019_dataset1;5.8: Wagh2016
459,CAP292_2_00_12_4,2,C,<12mo,,SOUTH AFRICA,2008.0,JN681254,"TRP292.2.00_12_4, TRP292_2_00_12_4, CAP292.2.00_12_4",Yes,TRP292,panel,C.ZA.2008.CAP292_2_00_12_4.JN681254,4.29,4.29: Bricault2019_dataset1;4.29: Wagh2016
460,CAP301_2_00_C3_20,1B,C,acute,,SOUTH AFRICA,2008.0,KC154017,CAP301.2.00_C3.20,Yes,CAP301,panel,C.ZA.2008.CAP301_2_00_C3_20.KC154017,4.28,4.28: Bricault2019_dataset1;4.28: Wagh2016
461,CAP304_2_00_F6_6,2,C,acute,,SOUTH AFRICA,2008.0,KC154018,CAP304.2.00_F6.6,Yes,CAP304,panel,C.ZA.2008.CAP304_2_00_F6_6.KC154018,45.5,45.5: Bricault2019_dataset1;45.5: Wagh2016
462,CAP306_2_00_F9_1,2,C,acute,,SOUTH AFRICA,2008.0,KC154019,CAP306.2.00_F9.1,Yes,CAP306,panel,C.ZA.2008.CAP306_2_00_F9_1.KC154019,6.65,6.65: Bricault2019_dataset1;6.65: Wagh2016
463,CAP307_2_00_24_1,2,C,acute,,SOUTH AFRICA,2008.0,JN681255,"TRP307_2_00_24_1, TRP307.2.00_24_1, CAP307.2.00_24_1",Yes,TRP307,panel,C.ZA.2008.CAP307_2_00_24_1.JN681255,4.41,4.41: Bricault2019_dataset1;4.41: Wagh2016
464,CAP308_2_00_E11_35,2,C,<3mo,,SOUTH AFRICA,2008.0,KC154020,CAP308.2.00_E11.35,Yes,CAP308,panel,C.ZA.2008.CAP308_2_00_E11_35.KC154020,100.0,>50: Bricault2019_dataset1;>50: Wagh2016
465,CAP310_2_00_20_2,2,C,acute,,SOUTH AFRICA,2008.0,JN681256,"TRP310_2_00_20_2, CAP310.2.00_20_2, TRP310.2.00_20_2",Yes,TRP310,panel,C.ZA.2008.CAP310_2_00_20_2.JN681256,24.03,24.03: Bricault2019_dataset1;24.03: Wagh2016
466,CAP317_2_00_D4_10,2,C,<12mo,,SOUTH AFRICA,2008.0,KC154022,CAP317.2.00_D4.10,Yes,CAP317,panel,C.ZA.2008.CAP317_2_00_D4_10.KC154022,1.83,1.83: Bricault2019_dataset1;1.83: Wagh2016
467,CAP323_2_00_B6_45,2,C,<12mo,,SOUTH AFRICA,2008.0,KC154023,CAP323.2.00_B6.45,Yes,CAP323,panel,C.ZA.2008.CAP323_2_00_B6_45.KC154023,5.11,5.11: Bricault2019_dataset1;5.11: Wagh2016
468,CAP326_2_00_D9_2,2,C,<12mo,,SOUTH AFRICA,2008.0,KC154024,CAP326.2.00_D9.2,Yes,CAP326,panel,C.ZA.2008.CAP326_2_00_D9_2.KC154024,40.42,40.42: Bricault2019_dataset1;40.42: Wagh2016
469,CAP327_2_00_C6_37,2,C,acute,,SOUTH AFRICA,2008.0,KF114885,CAP327.2.00_C6.37,Yes,CAP327,panel,C.ZA.2008.CAP327_2_00_C6_37.KF114885,26.64,26.64: Bricault2019_dataset1;26.64: Wagh2016
470,CAP330_2_00_F2_41,2,C,<12mo,,SOUTH AFRICA,2008.0,KC154025,CAP330.2.00_F2.41,Yes,CAP330,panel,C.ZA.2008.CAP330_2_00_F2_41.KC154025,3.66,3.66: Bricault2019_dataset1;3.66: Wagh2016
471,CAP331_2_00_D7_39,2,C,acute,,SOUTH AFRICA,2009.0,KF114886,CAP331.2.00_D7.39,Yes,CAP331,panel,C.ZA.2009.CAP331_2_00_D7_39.KF114886,16.86,16.86: Bricault2019_dataset1;16.86: Wagh2016
472,CAP332_2_00_C10_1,2,C,acute,,SOUTH AFRICA,2009.0,KF114887,CAP332.2.00_C10.1,Yes,CAP332,panel,C.ZA.2009.CAP332_2_00_C10_1.KF114887,10.16,10.16: Bricault2019_dataset1;10.16: Wagh2016
473,CAP340_2_00_B3_16,1B,C,<12mo,,SOUTH AFRICA,2009.0,KC154026,CAP340.2.00_B3.16,Yes,CAP340,panel,C.ZA.2009.CAP340_2_00_B3_16.KC154026,1.19,1.19: Bricault2019_dataset1;1.19: Wagh2016
474,CAP341_2_00_C10_18,2,C,<12mo,,SOUTH AFRICA,2009.0,KC154027,"CAP341.2.00.C10.18, CAP341.2.00_C10.18",Yes,CAP341,panel,C.ZA.2009.CAP341_2_00_C10_18.KC154027,1.01,1.01: Bricault2019_dataset1;1.01: Wagh2016
475,CAP343_2_00_21_2,2,C,<3mo,,SOUTH AFRICA,2009.0,JN681257,"CAP343.2.00_21_2, TRP343_2_00_21_2, TRP343.2.00_21_2",Yes,TRP343,panel,C.ZA.2009.CAP343_2_00_21_2.JN681257,0.38,0.38: Bricault2019_dataset1;0.38: Wagh2016
476,CAP347_2_00_B1_1,2,C,acute,,SOUTH AFRICA,2009.0,JN681258,"TRP347.2.00_B1_1, CAP347.2.00_B1_1, TRP347_2_00_B1_1",Yes,TRP347,panel,C.ZA.2009.CAP347_2_00_B1_1.JN681258,4.85,4.85: Bricault2019_dataset1;4.85: Wagh2016
477,CAP363_2_00_10_3,2,C,<12mo,,SOUTH AFRICA,2009.0,KJ598853,"TRP363.2.00_10_3, CAP363.2.00_10_3, TRP363.2.00_10_3a",Yes,TRP363,panel,C.ZA.2009.CAP363_2_00_10_3.KJ598853,1.6,1.6: Bricault2019_dataset1;1.6: Wagh2016
478,CAP378_2_00_D2_5,2,C,chronic,,SOUTH AFRICA,2010.0,KF114888,CAP378.2.00_D2.5,Yes,CAP378,panel,C.ZA.2010.CAP378_2_00_D2_5.KF114888,100.0,>50: Bricault2019_dataset1;>50: Wagh2016
479,CAP37_1_18_D2_19,1B,C,<3mo,,SOUTH AFRICA,2006.0,JN681230,CAP37.1.18_D2_19,Yes,CAP37,panel,C.ZA.2006.CAP37_1_18_D2_19.JN681230,27.85,27.85: Bricault2019_dataset1;27.85: Wagh2016
480,CAP382_2_00_D7_19,2,C,<12mo,,SOUTH AFRICA,2010.0,KC154028,"CAP382.2.00_D7.19, CAP382.2.00.D7.19",Yes,CAP382,panel,C.ZA.2010.CAP382_2_00_D7_19.KC154028,18.15,18.15: Bricault2019_dataset1;18.15: Wagh2016
481,CAP40_2_01_A3_5,2,C,acute,,SOUTH AFRICA,2006.0,JN681231,CAP40.2.01_A3_5,Yes,CAP40,panel,C.ZA.2006.CAP40_2_01_A3_5.JN681231,1.59,1.59: Bricault2019_dataset1;1.59: Wagh2016
482,CAP45_G3,2,C,<3mo,CCR5,SOUTH AFRICA,2005.0,DQ435682,"CAP45.2.00_G3, CAP45 WT, CAP45.2.00.G3, CAP45.2.00.E8, CAP45, SVPC16, CAP45.G3, CAP45_2_00_G3, NIH-ARP-11316",Yes,CAP45,panel,C.ZA.2005.CAP45_G3.DQ435682,2.22238,0.722: Bricault2019_dataset2;0.886: Zhang2019a;1.74: Rusert2016;2.36: Bricault2019;2.36: Chuang2013;2.36: Doria-Rose2014;2.36: Georgiev2013_dataset1;2.36: Huang2012a;2.36: Huang2016a_dataset1;2.6: Bricault2019_dataset1;2.6: Bricault2019_dataset3;2.6: Corti2010;2.6: Hraber2014;2.6: Montefiori CAVD CA-VIMC;2.6: Wagh2016;5.96: Williams2017_dataset1;>25: Morris2011
483,CAP69_1_12_TA7_1,2,C,acute,,SOUTH AFRICA,2006.0,JX131327,"CAP69.1.12_TA7_1, CAP69.1.12_TA7.1, CAP69.1.12.TA7_1",Yes,CAP69,panel,C.ZA.2006.CAP69_1_12_TA7_1.JX131327,4.5,4.5: Bricault2019_dataset1;4.5: Wagh2016
484,CAP88_6M_C10,2,C,<12mo,,SOUTH AFRICA,2005.0,KU198436,,Yes,CAP88,panel,C.ZA.2005.CAP88_6M_C10.KU198436,0.305,0.305: Rusert2016
485,CE0089_G2,2,C,<12mo,,MALAWI,2003.0,KC894073,"Ce0089_G2, CHV0011362_089-G2",Yes,89,panel,C.MW.2003.CE0089_G2.KC894073,6,6: Bricault2019_dataset1;6: Wagh2016
486,CE0393_C3,2,C,acute T/F,,MALAWI,2003.0,FJ444215,"pCenvPt0393_C3, Ce0393_C3, pCenvFs4_Pt0393_C3uncp, CE0393",Yes,393,panel,C.MW.2003.CE0393_C3.FJ444215,2.36,0.606: Zhang2019a;2.4: Bricault2019_dataset1;2.4: Bricault2019_dataset3;2.4: Hraber2014;2.4: Montefiori CAVD CA-VIMC;2.4: Wagh2016;8.45: Morris2011
487,CE0626_E6,2,C,<3mo,,MALAWI,2003.0,FJ444284,"CHV0011280_0626-B4, Ce0626_E6",Yes,626,panel,C.MW.2003.CE0626_E6.FJ444284,0.7,0.7: Bricault2019_dataset1;0.7: Wagh2016
488,CE0665_F2,2,C,<3mo,,MALAWI,2003.0,KC894076,"Ce0665_F2, CHV0011311_0665-D7",Yes,665,panel,C.MW.2003.CE0665_F2.KC894076,2.2,2.2: Bricault2019_dataset1;2.2: Wagh2016
489,CE0682_E4,2,C,acute T/F,,MALAWI,2003.0,FJ444325,"Ce0682_E4, pCenvFs2_pt0682_E4uncp, CE0682",Yes,682,panel,C.MW.2003.CE0682_E4.FJ444325,2.39599,2.39: Bricault2019_dataset3;2.39: Hraber2014;2.4: Bricault2019_dataset1;2.4: Montefiori CAVD CA-VIMC;2.4: Wagh2016
490,CE0985_H7,2,C,acute,,MALAWI,2004.0,FJ444391,"Ce0985_H7(Rev-), 0985_H7_Mut13-2",Yes,985,panel,C.MW.2004.CE0985_H7.FJ444391,19.3875,17.8: Bricault2019_dataset1;17.8: Wagh2016;23.0: Montefiori CAVD CA-VIMC
491,CE1086_B2,2,C,acute T/F,,MALAWI,2004.0,FJ444395,"CE1086, pCenvFs2_Pt1086_B2uncp, Ce1086_B2, pCenvFs2_Pt1086_B2",Yes,1086,panel,C.MW.2004.CE1086_B2.FJ444395,0.58544,0.3: Bricault2019_dataset1;0.3: Bricault2019_dataset3;0.3: Hraber2014;0.3: Montefiori CAVD CA-VIMC;0.3: Wagh2016;0.97: Morris2011;10: Moody2015
492,CE1172_H1,2,C,acute T/F,,MALAWI,2004.0,FJ444434,"CE1172, pCenvPt1172_H1, Ce1172_H1, pCenvFs2_pt1172_H1uncp",Yes,1172,panel,C.MW.2004.CE1172_H1.FJ444434,0.55606,0.32: Bricault2019_dataset1;0.32: Bricault2019_dataset3;0.32: Hraber2014;0.32: Montefiori CAVD CA-VIMC;0.32: Wagh2016;8.81: Zhang2019a
493,CE1176_A3,2,C,acute T/F,,MALAWI,2004.0,FJ444437,"pCenvFs2_Pt1176_A3uncp, Ce1176_A3, Ce1176.A3, CE1176, pCenvPt1176_A3",Yes,1176,panel,C.MW.2004.CE1176_A3.FJ444437,3.21051,0.252: Bricault2019_dataset2;1.5: Moody2015;1.74: Zhang2019a;4.6: Bricault2019_dataset1;4.6: Bricault2019_dataset3;4.6: Decamp2014;4.6: Hraber2014;4.6: Montefiori CAVD CA-VIMC;4.6: Wagh2016;4.71: Williams2017_dataset1;6.08: Morris2011;6.72: Webb2015
494,CE2010_F5,2,C,acute T/F,,MALAWI,2005.0,FJ444561,"2010F5, pCenvFs4_Pt2010_F5uncp, CE2010, Ce2010_F5, pCenvPt2010_F5",Yes,2010,panel,C.MW.2005.CE2010_F5.FJ444561,14.4,14.4: Zhang2019a;>25: Montefiori CAVD CA-VIMC;>25: Morris2011;>50: Bricault2019_dataset1;>50: Bricault2019_dataset3;>50: Hraber2014;>50: Moody2015;>50: Wagh2016
495,CE2010_F5_REV,2,C,<3mo,,MALAWI,2005.0,FJ444561,2010F5_REV_,Yes,2010,panel,C.MW.2005.CE2010_F5_REV.FJ444561,50.0,>25: Montefiori CAVD CA-VIMC
496,CE2052_G10,2,C,acute,,MALAWI,2006.0,KC894084,"Ce2052_G10, CHV0011582_2052-H3",Yes,2052,panel,C.MW.2006.CE2052_G10.KC894084,4.6,4.6: Bricault2019_dataset1;4.6: Wagh2016
497,CE2060_G9,2,C,acute T/F,,MALAWI,2005.0,FJ444607,"CE2060, pCenvPt2060_G9, Ce2060_G9",Yes,2060,panel,C.MW.2005.CE2060_G9.FJ444607,2.16175,1.24: Zhang2019a;2.4: Bricault2019_dataset1;2.4: Montefiori CAVD CA-VIMC;2.4: Wagh2016;2.44: Bricault2019_dataset3;2.44: Hraber2014
498,CE2103_E8,3,C,acute,,MALAWI,2005.0,KC894086,"pCenvFs2_pt2103_E8uncp, CHV0011609_2103-A7, pCenvPt2103_E8, Ce2103_E8",Yes,2103,panel,C.MW.2005.CE2103_E8.KC894086,17.98,17.98: Bricault2019_dataset1;17.98: Montefiori CAVD CA-VIMC;17.98: Wagh2016
499,CH038_12,2 or 3,07_BC,<12mo,,CHINA,2004.0,EF042692,"CH038.12, CH038",Yes,CH038,panel,07_BC.CN.2004.CH038_12.EF042692,3.23384,0.271: Bricault2019_dataset2;3.47: Williams2017_dataset1;4.57: Bricault2019;4.57: Chuang2013;4.57: Huang2012a;4.57: Huang2016a_dataset1;5.4: Corti2010;5.4: Montefiori CAVD CA-VIMC
500,CH040_C,,B,<12mo,,UNITED STATES,2006.0,JN944939,CH040,Yes,700010040,panel,B.US.2006.CH040_C.JN944939,13.27,13.27: Miglietta2014
501,CH058_C,,B,<3mo,,UNITED STATES,2006.0,JN944940,,Yes,700010058,panel,B.US.2006.CH058_C.JN944940,132.0,>66: Miglietta2014
502,CH064_20,2,07_BC,<12mo,,CHINA,2004.0,EF117254,"CH064.env, CH064.20, CH064.2",Yes,CH064,panel,07_BC.CN.2004.CH064_20.EF117254,0.4,0.4: Corti2010;0.4: Montefiori CAVD CA-VIMC
503,CH0694,2,C,<3mo,,MALAWI,2008.0,KJ700458,"CH0694.ENVa, CH0694.ENV",Yes,703010694,panel,C.MW.2008.CH0694.KJ700458,42.63,42.63: Bricault2019_dataset1;42.63: Wagh2016
504,CH070_1,3,07_BC,<12mo,,CHINA,2004.0,EF117255,"CH070.1, CH70.1, CH070",Yes,CH070,panel,07_BC.CN.2004.CH070_1.EF117255,5.77457,0.3: Corti2010;0.3: Montefiori CAVD CA-VIMC;6.65: Bricault2019_dataset2;9.85: Williams2017_dataset1;21.4: Bricault2019;21.4: Chuang2013;21.4: Huang2012a;21.4: Huang2016a_dataset1
505,CH077_C,,B,<12mo,,UNITED STATES,2006.0,JN944941,,Yes,700010077,panel,B.US.2006.CH077_C.JN944941,132.0,>66: Miglietta2014
506,CH091_9,2,07_BC,<12mo,,CHINA,2004.0,EF117256,CH091.9,Yes,CH091,panel,07_BC.CN.2004.CH091_9.EF117256,0.7,0.7: Montefiori CAVD CA-VIMC
507,CH110_2,2,07_BC,<12mo,CCR5,CHINA,2004.0,EF117257,"CH110.2, CH110",Yes,CH110,panel,07_BC.CN.2004.CH110_2.EF117257,0.1,0.1: Corti2010;0.1: Montefiori CAVD CA-VIMC
508,CH111_8,2,07_BC,<12mo,,CHINA,2004.0,EF117258,CH111.8,Yes,CH111,panel,07_BC.CN.2004.CH111_8.EF117258,1.5,1.5: Corti2010;1.5: Montefiori CAVD CA-VIMC
509,CH114_8,2 or 3,07_BC,<12mo,CCR5,CHINA,2004.0,EF117264,CH114.8,Yes,CH114,panel,07_BC.CN.2004.CH114_8.EF117264,0.4,0.4: Corti2010;0.4: Montefiori CAVD CA-VIMC
510,CH115_12,2 or 3,07_BC,<12mo,,CHINA,2004.0,EF117263,CH115.12,Yes,CH115,panel,07_BC.CN.2004.CH115_12.EF117263,1.8,1.8: Corti2010;1.8: Montefiori CAVD CA-VIMC
511,CH117_4,2,07_BC,<12mo,CCR5,CHINA,2004.0,EF117262,"CH117, CH117.4",Yes,CH117,panel,07_BC.CN.2004.CH117_4.EF117262,0.30823,0.1: Corti2010;0.1: Montefiori CAVD CA-VIMC;0.27: Bricault2019_dataset2;0.343: Bricault2019;0.343: Chuang2013;0.343: Huang2012a;0.343: Huang2016a_dataset1;2.18: Williams2017_dataset1
512,CH119_10,2,07_BC,<12mo,CCR5,CHINA,2004.0,EF117261,"CH119.1, CH119.10, CH119",Yes,CH119,panel,07_BC.CN.2004.CH119_10.EF117261,2.36555,0.591: Bricault2019_dataset2;1.6: Corti2010;1.6: Montefiori CAVD CA-VIMC;2.68: Williams2017_dataset1;6.45: Webb2015;6.7: Decamp2014
513,CH120_6,2 or 3,07_BC,<12mo,CCR5,CHINA,2004.0,EF117260,"CH120.6, CH120",Yes,CH120,panel,07_BC.CN.2004.CH120_6.EF117260,2.9,2.9: Corti2010;2.9: Montefiori CAVD CA-VIMC
514,CH12_C2_6,,44_BF1,<12mo,CCR5,CHILE,2001.0,HM068553,,Yes,CH12,panel,44_BF1.CL.2001.CH12_C2_6.HM068553,0.37,0.37: Revilla2011
515,CH181_12,2,07_BC,<12mo,,CHINA,2004.0,EF117259,"CH181.12, CH181",Yes,CH181,panel,07_BC.CN.2004.CH181_12.EF117259,2.67726,0.754: Bricault2019_dataset2;0.8: Corti2010;0.8: Montefiori CAVD CA-VIMC;5.45: Bricault2019;5.45: Chuang2013;5.45: Huang2012a;5.45: Huang2016a_dataset1;6.2: Williams2017_dataset1
516,CH505_TF,2,C,acute T/F,,MALAWI,2008.0,KC247556,"CH505TF, 703010505_w4_02, CH0505.w4.24",Yes,703010505,panel,C.MW.2008.CH505_TF.KC247556,18.2,18.2: Bradley2016a
